,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_covariance_type,param_max_iter,param_n_components,param_reg_covar,param_tol,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
12,0.032570997873942055,0.0002810160319010417,-40.31234713984777,-0.6671902014799552,full,100,3,0.0001,1e-06,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 1e-06, 'reg_covar': 0.0001, 'n_components': 3}",398,-89.45774832388486,-1.1611642372210724,-9.866710345924805,-0.6220704882442096,-21.612582749733647,-0.21833587897458376,0.007702277800839542,8.778064264605254e-07,35.08032898730764,0.38622805842343044
13,0.03249343236287435,0.00036334991455078125,-40.29156152461351,-0.6672013743937639,full,100,3,0.0001,1e-05,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 1e-05, 'reg_covar': 0.0001, 'n_components': 3}",397,-89.4441021037107,-1.1611826329711272,-9.866693381266671,-0.6220704972419043,-21.563889088863167,-0.21835099296826008,0.004346173803601578,0.0001038401642244318,35.082619446959775,0.3862300457861836
14,0.02225796381632487,0.0002830028533935547,-40.97833364990702,-0.6482003780990993,full,100,3,0.0001,0.0001,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.0001, 'reg_covar': 0.0001, 'n_components': 3}",411,-100.60912233081498,-1.1260296658842255,-9.866619868994974,-0.6220705958327325,-12.459258749911122,-0.19650087258033988,0.010500854758925763,2.2450203723630166e-06,42.178617514265326,0.3799280796292988
15,0.01721811294555664,0.00028554598490397137,-41.238494993503004,-0.6527740001445099,full,100,3,0.0001,0.001,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.001, 'reg_covar': 0.0001, 'n_components': 3}",416,-101.38960636150138,-1.139671045684622,-9.866619868994974,-0.6220705958327325,-12.459258750012673,-0.19658035891617523,0.007684153444388195,4.449060758679201e-06,42.546426353618685,0.38562679293551383
16,0.0072430769602457685,0.0002830028533935547,-30.161887453295908,-0.7587147693541679,full,100,3,0.0001,0.01,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.01, 'reg_covar': 0.0001, 'n_components': 3}",358,-60.6842563674739,-1.2934275687592893,-10.973729958731475,-0.75101355211639,-18.82767603368235,-0.2317031871868248,0.002379412341553072,1.7520115919946514e-06,21.819446530361294,0.433481369969972
17,0.004736264546712239,0.0002799828847249349,-29.647232137754678,-0.7541197991450556,full,100,3,0.0001,0.1,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.1, 'reg_covar': 0.0001, 'n_components': 3}",340,-60.34602365875831,-1.311921427627155,-8.470236565371584,-0.7267932115358129,-20.125436189134135,-0.22364475827219898,0.00035334739876516195,1.4610907483776596e-06,22.222702658992254,0.44470708266479797
18,0.03301564852396647,0.0003439585367838542,-38.65037533372753,-0.6949651683394307,full,100,3,0.001,1e-06,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 1e-06, 'reg_covar': 0.001, 'n_components': 3}",387,-87.88447092905503,-1.1700794049143368,-8.379426631215505,-0.6911696976801506,-19.687228440912087,-0.22364640242380454,0.019618175970598957,8.16084503470898e-05,35.11850150807717,0.38638897607545264
19,0.02878435452779134,0.00028260548909505207,-40.86027009455759,-0.6590065883948827,full,100,3,0.001,1e-05,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 1e-05, 'reg_covar': 0.001, 'n_components': 3}",409,-93.20983085169811,-1.1283369721654204,-9.706715204670024,-0.6250343419628853,-19.664264227304653,-0.2236484510563425,0.016784375016513947,9.602742174144245e-07,37.239276570432125,0.3701179228321337
20,0.03140036265055338,0.00029667218526204425,-36.51468430246487,-0.6669685766093774,full,100,3,0.001,0.0001,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.0001, 'reg_covar': 0.001, 'n_components': 3}",381,-87.89250236597107,-1.1705681438554527,-9.706709824231375,-0.6250342943301316,-11.944840717192166,-0.2053032916425476,0.012050731923134312,2.091420073056794e-05,36.34109197770997,0.39518174869470457
21,0.01392825444539388,0.0002796649932861328,-37.48389511693708,-0.7149328842689536,full,100,3,0.001,0.001,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.001, 'reg_covar': 0.001, 'n_components': 3}",383,-89.93107312315226,-1.188537457438098,-10.575771510447645,-0.7506475224744051,-11.944840717211338,-0.2056136728943577,0.00549223964476226,2.0509541671377722e-06,37.08996673167325,0.40207084209299654
22,0.006815354029337565,0.00039760271708170575,-32.43999391180609,-0.7566760070655647,full,100,3,0.001,0.01,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.01, 'reg_covar': 0.001, 'n_components': 3}",378,-68.88975187387747,-1.2813444718180957,-10.721015502433174,-0.753060791984309,-17.709214359107634,-0.23562275739428923,0.0005071498257673681,0.00016645377504484945,25.931285768806962,0.42692175578157104
23,0.004762967427571614,0.00028403600056966144,-25.828788634758773,-0.7887221430533948,full,100,3,0.001,0.1,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.1, 'reg_covar': 0.001, 'n_components': 3}",282,-54.76702276883287,-1.3184739525498768,-10.77450241939898,-0.7553646851034651,-11.944840716044471,-0.29232779150684274,0.000386563031624973,3.865682763104537e-06,20.467998909370973,0.4195859275972762
24,0.058077335357666016,0.00029540061950683594,-25.615488548978824,-0.8109419256699845,full,100,3,0.01,1e-06,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 1e-06, 'reg_covar': 0.01, 'n_components': 3}",278,-59.09012555927893,-1.2452044071107051,-8.488638175051427,-0.7584382483240526,-9.267701912606114,-0.4291831215751959,0.020010959929936522,9.847582067519847e-06,23.67227953120567,0.3352015927894641
25,0.04119435946146647,0.0002796649932861328,-27.313363043459383,-0.8392034739358806,full,100,3,0.01,1e-05,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 1e-05, 'reg_covar': 0.01, 'n_components': 3}",317,-62.08826109461031,-1.2909361812809104,-7.635982447532358,-0.8720236599708219,-12.215845588235476,-0.3546505805559097,0.014335341463572118,2.4853540692507252e-06,24.660547945356612,0.38294086139574257
26,0.037938992182413735,0.00028395652770996094,-26.578370429432823,-0.7863607667955295,full,100,3,0.01,0.0001,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.0001, 'reg_covar': 0.01, 'n_components': 3}",298,-59.02917129201712,-1.2457810222577377,-8.488516408215865,-0.758454203891851,-12.217423588065481,-0.35484707423699974,0.012586855036207413,7.39738227731075e-06,22.99662358776914,0.36425715012316734
27,0.014445066452026367,0.00028173128763834637,-26.85890354512868,-0.8375817734759236,full,100,3,0.01,0.001,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.001, 'reg_covar': 0.01, 'n_components': 3}",311,-59.56552415969762,-1.2479945464570934,-7.635982447532355,-0.8696286272631526,-13.375204028156068,-0.3951221467075247,0.005657845211311503,8.99132768232406e-07,23.245457478926692,0.34892031868980444
28,0.0050576527913411455,0.0002769629160563151,-23.82208586276489,-0.8752121421065807,full,100,3,0.01,0.01,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.01, 'reg_covar': 0.01, 'n_components': 3}",225,-50.92100561405254,-1.3532345689686185,-7.635982447532357,-0.8679823194568074,-12.909269526709767,-0.40441953789431645,0.000534150930513961,1.4610907483776596e-06,19.282383634117107,0.3873858486055753
29,0.005607446034749349,0.00027934710184733075,-24.0681739906446,-0.8712271950007198,full,100,3,0.01,0.1,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 0.1, 'reg_covar': 0.01, 'n_components': 3}",228,-50.1993376407849,-1.3625239534241587,-9.095914804439134,-0.8467380936836842,-12.909269526709767,-0.40441953789431645,0.000678139010635191,2.8366356368978416e-06,18.54298975969582,0.3915276106287032
30,0.027639071146647137,0.00028769175211588543,-8.803264075331935,-1.9042533922751197,full,100,3,0.1,1e-06,"{'max_iter': 100, 'covariance_type': 'full', 'tol': 1e-06, 'reg_covar': 0.1, 'n_components': 3}",1,-15.055211444314748,-2.1576683038873763,-5.462609773072782,-1.8970835371829196,-5.891971008608273,-1.6580083357550637,0.013183511009107363,9.803871957456267e-06,4.424268089830866,0.20404832116442137
