,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_leaf_size,param_n_neighbors,param_weights,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
61,0.0004703998565673828,0.0010205904642740886,0.9666666666666667,1.0,30,1,distance,"{'weights': 'distance', 'n_neighbors': 1, 'leaf_size': 30}",67,0.9803921568627451,1.0,0.9215686274509803,1.0,1.0,1.0,7.026946931901167e-06,1.1207082222446206e-05,0.033333333333333354,0.0
62,0.00045935312906901043,0.0008629957834879557,0.9533333333333334,0.9767280649633592,30,2,uniform,"{'weights': 'uniform', 'n_neighbors': 2, 'leaf_size': 30}",88,0.9607843137254902,0.9696969696969697,0.9411764705882353,0.98989898989899,0.9583333333333334,0.9705882352941176,6.344901293504103e-06,2.8392395153319898e-05,0.008782037520219117,0.009320355370055428
63,0.0004526774088541667,0.0009746551513671875,0.9666666666666667,1.0,30,2,distance,"{'weights': 'distance', 'n_neighbors': 2, 'leaf_size': 30}",67,0.9803921568627451,1.0,0.9215686274509803,1.0,1.0,1.0,4.49566384116203e-07,0.000116413878352435,0.033333333333333354,0.0
64,0.0004540284474690755,0.0012311140696207683,0.98,0.9634581105169341,30,3,uniform,"{'weights': 'uniform', 'n_neighbors': 3, 'leaf_size': 30}",10,0.9803921568627451,0.9494949494949495,0.9607843137254902,0.98989898989899,1.0,0.9509803921568627,2.9156901562760897e-06,0.0005007620520586811,0.015924659219017204,0.018706357419297846
65,0.0006986459096272787,0.0012373924255371094,0.98,1.0,30,3,distance,"{'weights': 'distance', 'n_neighbors': 3, 'leaf_size': 30}",10,0.9803921568627451,1.0,0.9607843137254902,1.0,1.0,1.0,0.00034183905317961504,0.00045579775396744677,0.015924659219017204,0.0
66,0.0005719661712646484,0.0010260740915934246,0.9733333333333334,0.9633590810061398,30,4,uniform,"{'weights': 'uniform', 'n_neighbors': 4, 'leaf_size': 30}",43,0.9803921568627451,0.9494949494949495,0.9607843137254902,0.9797979797979798,0.9791666666666666,0.9607843137254902,0.00016338556931695417,0.00020643215665441057,0.009020673423841885,0.01250441205598303
67,0.000455935796101888,0.0009180704752604166,0.98,1.0,30,4,distance,"{'weights': 'distance', 'n_neighbors': 4, 'leaf_size': 30}",10,0.9803921568627451,1.0,0.9607843137254902,1.0,1.0,1.0,1.6556315943399795e-06,8.074223522910287e-06,0.015924659219017204,0.0
68,0.0004603862762451172,0.0008853276570638021,0.9866666666666667,0.9667260843731432,30,5,uniform,"{'weights': 'uniform', 'n_neighbors': 5, 'leaf_size': 30}",1,0.9803921568627451,0.9595959595959596,0.9803921568627451,0.9797979797979798,1.0,0.9607843137254902,5.920594702462888e-06,1.088110865452754e-05,0.009146591207600491,0.009255948857633523
69,0.0004603068033854167,0.0013797283172607422,0.98,1.0,30,5,distance,"{'weights': 'distance', 'n_neighbors': 5, 'leaf_size': 30}",10,0.9803921568627451,1.0,0.9607843137254902,1.0,1.0,1.0,9.67351535460341e-06,0.0006494052067523469,0.015924659219017204,0.0
70,0.0004649957021077474,0.0008932749430338541,0.9733333333333334,0.9667260843731432,30,6,uniform,"{'weights': 'uniform', 'n_neighbors': 6, 'leaf_size': 30}",43,0.9803921568627451,0.9595959595959596,0.9607843137254902,0.9797979797979798,0.9791666666666666,0.9607843137254902,1.1346542547591366e-05,1.0786665957219823e-05,0.009020673423841885,0.009255948857633523
71,0.00045601526896158856,0.0009546279907226562,0.9866666666666667,1.0,30,6,distance,"{'weights': 'distance', 'n_neighbors': 6, 'leaf_size': 30}",1,0.9803921568627451,1.0,0.9803921568627451,1.0,1.0,1.0,1.6556315943399795e-06,3.2399204747898594e-05,0.009146591207600491,0.0
72,0.000459591547648112,0.0008967717488606771,0.9733333333333334,0.9733610615963557,30,7,uniform,"{'weights': 'uniform', 'n_neighbors': 7, 'leaf_size': 30}",43,0.9803921568627451,0.9595959595959596,0.9607843137254902,0.98989898989899,0.9791666666666666,0.9705882352941176,5.663242896817483e-06,4.6449150073377155e-06,0.009020673423841885,0.01252556946578696
73,0.000451962153116862,0.0009339650472005209,0.98,1.0,30,7,distance,"{'weights': 'distance', 'n_neighbors': 7, 'leaf_size': 30}",10,0.9803921568627451,1.0,0.9607843137254902,1.0,1.0,1.0,7.867411722033552e-07,3.505825201688254e-06,0.015924659219017204,0.0
74,0.0007879734039306641,0.0016663074493408203,0.98,0.9700930877401466,30,8,uniform,"{'weights': 'uniform', 'n_neighbors': 8, 'leaf_size': 30}",10,0.9803921568627451,0.9696969696969697,0.9803921568627451,0.9797979797979798,0.9791666666666666,0.9607843137254902,0.0002904537214332159,0.00047321986013453124,0.0005716619504750275,0.007767348604130532
